Í∏∞Í∞Ñ	?êÏπòÍµ????∏Î?	Í≥?Í≥?Í≥??úÍµ≠???úÍµ≠???úÍµ≠???±Î°ù?∏Íµ≠???±Î°ù?∏Íµ≠???±Î°ù?∏Íµ≠???∏Î??πÏù∏Íµ?65?∏Ïù¥?ÅÍ≥†?πÏûê												
Í∏∞Í∞Ñ	?êÏπòÍµ????∏Î?	?∏Íµ¨	?®Ïûê	?¨Ïûê	?∏Íµ¨	?®Ïûê	?¨Ïûê	?∏Íµ¨	?®Ïûê	?¨Ïûê	?∏Î??πÏù∏Íµ?65?∏Ïù¥?ÅÍ≥†?πÏûê			
2008.2/4	"Í∞ïÎÇ®Íµ??ÑÍ≥°1??8,427"	"23,471"	"11,431"	"12,040"	"22,695"	"10,986"	"11,709"	776	445	331	2.67	"1,481"		
2008.2/4	"Í∞ïÎÇ®Íµ??ÑÍ≥°2??12,279"	"34,555"	"16,561"	"17,994"	"34,408"	"16,462"	"17,946"	147	99	48	2.78	"2,259"		
2008.2/4	"Í∞ïÎÇ®Íµ?Í∞úÌè¨1??8,195"	"22,797"	"11,008"	"11,789"	"22,386"	"10,811"	"11,575"	411	197	214	2.72	"1,373"		
2008.2/4	"Í∞ïÎÇ®Íµ?Í∞úÌè¨2??7,828"	"19,585"	"9,386"	"10,199"	"19,558"	"9,376"	"10,182"	27	10	17	2.48	"1,181"		
2008.2/4	"Í∞ïÎÇ®Íµ?Í∞úÌè¨3??5,413"	"16,898"	"8,142"	"8,756"	"16,635"	"8,035"	"8,600"	263	107	156	3.03	838		
2008.2/4	"Í∞ïÎÇ®Íµ?Í∞úÌè¨4??9,772"	"24,548"	"12,057"	"12,491"	"24,405"	"12,002"	"12,403"	143	55	88	2.48	"1,391"		
2008.2/4	Í∞ïÎÇ®Íµ??ºÏõêÎ≥∏Îèô	"7,747"	"23,543"	"11,533"	"12,010"	"23,518"	"11,524"	"11,994"	25	9	16	3.02	"1,281"	
2008.2/4	"Í∞ïÎÇ®Íµ??ºÏõê1??7,747"	"19,794"	"9,771"	"10,023"	"19,747"	"9,748"	"9,999"	47	23	24	2.53	"1,759"		
2008.2/4	"Í∞ïÎÇ®Íµ??ºÏõê2??7,360"	"20,046"	"9,738"	"10,308"	"20,039"	"9,735"	"10,304"	7	3	4	2.7	"1,451"		
2008.2/4	"Í∞ïÎÇ®Íµ??òÏÑú??7,666"	"18,052"	"8,226"	"9,826"	"17,924"	"8,181"	"9,743"	128	45	83	2.32	"2,194"		
2008.2/4	"Í∞ïÎÇ®Íµ??∏Í≥°??2,027"	"5,332"	"2,752"	"2,580"	"5,262"	"2,713"	"2,549"	70	39	31	2.58	657		
2008.2/4	?°ÌååÍµ??©Í≥Ñ	"241,207"	"638,577"	"314,536"	"324,041"	"630,981"	"311,045"	"319,936"	"7,596"	"3,491"	"4,105"	2.59	"43,413"	
2008.2/4	"?°ÌååÍµ??çÎÇ©1??8,426"	"21,773"	"10,763"	"11,010"	"20,800"	"10,308"	"10,492"	973	455	518	2.45	"1,640"		
2008.2/4	"?°ÌååÍµ??çÎÇ©2??11,538"	"30,298"	"14,766"	"15,532"	"30,228"	"14,734"	"15,494"	70	32	38	2.59	"2,015"		
2008.2/4	"?°ÌååÍµ?Í±∞Ïó¨1??5,987"	"16,676"	"8,419"	"8,257"	"16,317"	"8,275"	"8,042"	359	144	215	2.7	"1,098"		
2008.2/4	"?°ÌååÍµ?Í±∞Ïó¨2??11,800"	"30,904"	"15,641"	"15,263"	"30,778"	"15,584"	"15,194"	126	57	69	2.57	"2,335"		
2008.2/4	"?°ÌååÍµ?ÎßàÏ≤ú1??8,082"	"20,302"	"10,335"	"9,967"	"19,841"	"10,170"	"9,671"	461	165	296	2.43	"1,742"		
2008.2/4	"?°ÌååÍµ?ÎßàÏ≤ú2??8,831"	"24,028"	"12,222"	"11,806"	"23,931"	"12,179"	"11,752"	97	43	54	2.68	"2,114"		
2008.2/4	"?°ÌååÍµ?Î∞©Ïù¥1??6,309"	"18,270"	"9,055"	"9,215"	"17,639"	"8,764"	"8,875"	631	291	340	2.78	"1,151"		
2008.2/4	"?°ÌååÍµ?Î∞©Ïù¥2??11,297"	"26,272"	"12,952"	"13,320"	"26,210"	"12,929"	"13,281"	62	23	39	2.29	"1,692"		
2008.2/4	"?°ÌååÍµ??§Î•ú??6,423"	"21,353"	"10,429"	"10,924"	"21,308"	"10,409"	"10,899"	45	20	25	3.31	"1,175"		
2008.2/4	"?°ÌååÍµ??§Í∏à??14,547"	"40,039"	"19,992"	"20,047"	"39,702"	"19,818"	"19,884"	337	174	163	2.71	"2,849"		
2008.2/4	"?°ÌååÍµ??°Ìåå1??11,677"	"28,760"	"13,970"	"14,790"	"28,081"	"13,652"	"14,429"	679	318	361	2.38	"1,873"		
2008.2/4	"?°ÌååÍµ??°Ìåå2??7,871"	"23,404"	"11,513"	"11,891"	"23,344"	"11,487"	"11,857"	60	26	34	2.95	"1,421"		
2008.2/4	"?°ÌååÍµ??ùÏ¥å??16,141"	"37,289"	"18,356"	"18,933"	"36,479"	"17,982"	"18,497"	810	374	436	2.24	"2,280"		
2008.2/4	"?°ÌååÍµ??ºÏ†Ñ??15,672"	"35,927"	"17,333"	"18,594"	"35,553"	"17,173"	"18,380"	374	160	214	2.24	"1,980"		
2008.2/4	"?°ÌååÍµ?Í∞Ä?ΩÎ≥∏??11,551"	"30,905"	"15,450"	"15,455"	"30,149"	"15,089"	"15,060"	756	361	395	2.59	"1,865"		
2008.2/4	"?°ÌååÍµ?Í∞Ä????7,587"	"19,120"	"9,377"	"9,743"	"19,095"	"9,366"	"9,729"	25	11	14	2.5	"1,302"		
2008.2/4	"?°ÌååÍµ?Í∞Ä????12,661"	"36,828"	"18,313"	"18,515"	"36,740"	"18,269"	"18,471"	88	44	44	2.88	"2,028"		
2008.2/4	"?°ÌååÍµ?Î¨∏Ï†ï1??8,491"	"23,663"	"11,651"	"12,012"	"23,280"	"11,466"	"11,814"	383	185	198	2.72	"1,492"		
2008.2/4	"?°ÌååÍµ?Î¨∏Ï†ï2??5,697"	"17,070"	"8,393"	"8,677"	"17,024"	"8,370"	"8,654"	46	23	23	2.98	"1,680"		
2008.2/4	"?°ÌååÍµ??•Ï???10,353"	"27,383"	"13,538"	"13,845"	"27,293"	"13,494"	"13,799"	90	44	46	2.61	"1,933"		
2008.2/4	?°ÌååÍµ??†Ïã§Î≥∏Îèô	"14,530"	"32,890"	"15,623"	"17,267"	"32,029"	"15,223"	"16,806"	861	400	461	2.18	"1,879"	
2008.2/4	?°ÌååÍµ??†Ïã§2??-	9	5	4	-	-	-	9	5	4	-	-		
2008.2/4	"?°ÌååÍµ??†Ïã§3??13,020"	"37,743"	"18,296"	"19,447"	"37,702"	"18,270"	"19,432"	41	26	15	2.87	"2,558"		
2008.2/4	"?°ÌååÍµ??†Ïã§4??3,242"	"9,266"	"4,504"	"4,762"	"9,130"	"4,435"	"4,695"	136	69	67	2.79	801		
2008.2/4	"?°ÌååÍµ??†Ïã§6??5,941"	"17,469"	"8,453"	"9,016"	"17,456"	"8,446"	"9,010"	13	7	6	2.92	"1,408"		
2008.2/4	"?°ÌååÍµ??†Ïã§7??3,533"	"10,936"	"5,187"	"5,749"	"10,872"	"5,153"	"5,719"	64	34	30	3.06	"1,102"		
2008.2/4	Í∞ïÎèôÍµ??©Í≥Ñ	"175,617"	"470,044"	"235,555"	"234,489"	"465,108"	"233,474"	"231,634"	"4,936"	"2,081"	"2,855"	2.63	"32,376"	
2008.2/4	Í∞ïÎèôÍµ?Í∞ïÏùº??245	537	297	240	526	288	238	11	9	2	2.13	81		
2008.2/4	"Í∞ïÎèôÍµ??ÅÏùº??10,134"	"30,120"	"15,149"	"14,971"	"29,968"	"15,077"	"14,891"	152	72	80	2.94	"1,843"		
2008.2/4	"Í∞ïÎèôÍµ?Î™ÖÏùº1??10,159"	"29,790"	"14,726"	"15,064"	"29,629"	"14,649"	"14,980"	161	77	84	2.9	"1,987"		
2008.2/4	"Í∞ïÎèôÍµ?Î™ÖÏùº2??6,136"	"19,617"	"9,849"	"9,768"	"19,607"	"9,846"	"9,761"	10	3	7	3.18	"1,156"		
2008.2/4	"Í∞ïÎèôÍµ?Í≥†Îçï1??7,401"	"21,796"	"10,975"	"10,821"	"21,601"	"10,904"	"10,697"	195	71	124	2.89	"1,452"		
2008.2/4	"Í∞ïÎèôÍµ?Í≥†Îçï2??7,327"	"20,450"	"10,471"	"9,979"	"20,397"	"10,447"	"9,950"	53	24	29	2.76	"1,444"		
2008.2/4	"Í∞ïÎèôÍµ??îÏÇ¨1??9,876"	"24,249"	"12,126"	"12,123"	"23,780"	"11,941"	"11,839"	469	185	284	2.39	"1,868"		
2008.2/4	"Í∞ïÎèôÍµ??îÏÇ¨2??5,962"	"16,490"	"8,179"	"8,311"	"16,459"	"8,168"	"8,291"	31	11	20	2.73	"1,013"		
2008.2/4	"Í∞ïÎèôÍµ??îÏÇ¨3??2,867"	"8,509"	"4,267"	"4,242"	"8,483"	"4,247"	"4,236"	26	20	6	2.93	593		
2008.2/4	"Í∞ïÎèôÍµ??îÏÇ¨4??6,128"	"16,452"	"8,209"	"8,243"	"16,409"	"8,194"	"8,215"	43	15	28	2.65	"1,146"		
2008.2/4	"Í∞ïÎèôÍµ?Ï≤úÌò∏1??12,946"	"34,033"	"17,056"	"16,977"	"32,860"	"16,592"	"16,268"	"1,173"	464	709	2.51	"2,501"		
2008.2/4	"Í∞ïÎèôÍµ?Ï≤úÌò∏2??7,188"	"16,985"	"8,532"	"8,453"	"16,024"	"8,101"	"7,923"	961	431	530	2.21	"1,254"		
2008.2/4	"Í∞ïÎèôÍµ?Ï≤úÌò∏3??13,314"	"30,021"	"15,091"	"14,930"	"29,724"	"14,963"	"14,761"	297	128	169	2.21	"2,431"		
2008.2/4	"Í∞ïÎèôÍµ?Ï≤úÌò∏4??9,361"	"22,540"	"11,382"	"11,158"	"22,356"	"11,307"	"11,049"	184	75	109	2.37	"1,827"		
2008.2/4	"Í∞ïÎèôÍµ??±ÎÇ¥1??7,877"	"21,715"	"10,867"	"10,848"	"21,680"	"10,849"	"10,831"	35	18	17	2.72	"1,454"		
2008.2/4	"Í∞ïÎèôÍµ??±ÎÇ¥2??11,961"	"28,207"	"14,004"	"14,203"	"27,812"	"13,823"	"13,989"	395	181	214	2.3	"2,196"		
2008.2/4	"Í∞ïÎèôÍµ??±ÎÇ¥3??9,981"	"25,490"	"12,764"	"12,726"	"25,400"	"12,732"	"12,668"	90	32	58	2.52	"1,674"		
2008.2/4	"Í∞ïÎèôÍµ?Í∏???9,846"	"25,468"	"12,635"	"12,833"	"25,107"	"12,474"	"12,633"	361	161	200	2.52	"1,738"		
2008.2/4	"Í∞ïÎèôÍµ?Í∏???10,057"	"27,825"	"13,780"	"14,045"	"27,753"	"13,754"	"13,999"	72	26	46	2.74	"1,733"		
2008.2/4	"Í∞ïÎèôÍµ??îÏ¥å1??6,813"	"21,682"	"11,226"	"10,456"	"21,521"	"11,166"	"10,355"	161	60	101	3.15	"1,050"		
2008.2/4	"Í∞ïÎèôÍµ??îÏ¥å2??10,038"	"28,068"	"13,970"	"14,098"	"28,012"	"13,952"	"14,060"	56	18	38	2.77	"1,935"		
